-10.000000	0.000000
-9.995000	0.000000
-9.990000	0.000000
-9.985000	0.000000
-9.980000	0.000000
-9.975000	0.000000
-9.970000	0.000000
-9.965000	0.000000
-9.960000	0.000000
-9.955000	0.000000
-9.950000	0.000000
-9.945000	0.000000
-9.940000	0.000000
-9.935000	0.000000
-9.930000	0.000000
-9.925000	0.000000
-9.920000	0.000000
-9.915000	0.000000
-9.910000	0.000000
-9.905000	0.000000
-9.900000	0.000000
-9.895000	0.000000
-9.890000	0.000000
-9.885000	0.000000
-9.880000	0.000000
-9.875000	0.000000
-9.870000	0.000000
-9.865000	0.000000
-9.860000	0.000000
-9.855000	0.000000
-9.850000	0.000000
-9.845000	0.000000
-9.840000	0.000000
-9.835000	0.000000
-9.830000	0.000000
-9.825000	0.000000
-9.820000	0.000000
-9.815000	0.000000
-9.810000	0.000000
-9.805000	0.000000
-9.800000	0.000000
-9.795000	0.000000
-9.790000	0.000000
-9.785000	0.000000
-9.780000	0.000000
-9.775000	0.000000
-9.770000	0.000000
-9.765000	0.000000
-9.760000	0.000000
-9.755000	0.000000
-9.750000	0.000000
-9.745000	0.000000
-9.740000	0.000000
-9.735000	0.000000
-9.730000	0.000000
-9.725000	0.000000
-9.720000	0.000000
-9.715000	0.000000
-9.710000	0.000000
-9.705000	0.000000
-9.700000	0.000000
-9.695000	0.000000
-9.690000	0.000000
-9.685000	0.000000
-9.680000	0.000000
-9.675000	0.000000
-9.670000	0.000000
-9.665000	0.000000
-9.660000	0.000000
-9.655000	0.000000
-9.650000	0.000000
-9.645000	0.000000
-9.640000	0.000000
-9.635000	0.000000
-9.630000	0.000000
-9.625000	0.000000
-9.620000	0.000000
-9.615000	0.000000
-9.610000	0.000000
-9.605000	0.000000
-9.600000	0.000000
-9.595000	0.000000
-9.590000	0.000000
-9.585000	0.000000
-9.580000	0.000000
-9.575000	0.000000
-9.570000	0.000000
-9.565000	0.000000
-9.560000	0.000000
-9.555000	0.000000
-9.550000	0.000000
-9.545000	0.000000
-9.540000	0.000000
-9.535000	0.000000
-9.530000	0.000000
-9.525000	0.000000
-9.520000	0.000000
-9.515000	0.000000
-9.510000	0.000000
-9.505000	0.000000
-9.500000	0.000000
-9.495000	0.000000
-9.490000	0.000000
-9.485000	0.000000
-9.480000	0.000000
-9.475000	0.000000
-9.470000	0.000000
-9.465000	0.000000
-9.460000	0.000000
-9.455000	0.000000
-9.450000	0.000000
-9.445000	0.000000
-9.440000	0.000000
-9.435000	0.000000
-9.430000	0.000000
-9.425000	0.000000
-9.420000	0.000000
-9.415000	0.000000
-9.410000	0.000000
-9.405000	0.000000
-9.400000	0.000000
-9.395000	0.000000
-9.390000	0.000000
-9.385000	0.000000
-9.380000	0.000000
-9.375000	0.000000
-9.370000	0.000000
-9.365000	0.000000
-9.360000	0.000000
-9.355000	0.000000
-9.350000	0.000000
-9.345000	0.000000
-9.340000	0.000000
-9.335000	0.000000
-9.330000	0.000000
-9.325000	0.000000
-9.320000	0.000000
-9.315000	0.000000
-9.310000	0.000000
-9.305000	0.000000
-9.300000	0.000000
-9.295000	0.000000
-9.290000	0.000000
-9.285000	0.000000
-9.280000	0.000000
-9.275000	0.000000
-9.270000	0.000000
-9.265000	0.000000
-9.260000	0.000000
-9.255000	0.000000
-9.250000	0.000000
-9.245000	0.000000
-9.240000	0.000000
