0	10.000000	-0.010000
1	10.000000	-0.009487
2	10.000000	-0.008974
3	10.000000	-0.008462
4	10.000000	-0.007949
5	10.000000	-0.007436
6	10.000000	-0.006923
7	10.000000	-0.006410
8	10.000000	-0.005897
9	10.000000	-0.005385
10	10.000000	-0.004872
11	10.000000	-0.004359
12	10.000000	-0.003846
13	10.000000	-0.003333
14	10.000000	-0.002821
15	10.000000	-0.002308
16	10.000000	-0.001795
17	10.000000	-0.001282
18	10.000000	-0.000769
19	10.000000	-0.000256
20	10.000000	0.000256
21	10.000000	0.000769
22	10.000000	0.001282
23	10.000000	0.001795
24	10.000000	0.002308
25	10.000000	0.002821
26	10.000000	0.003333
27	10.000000	0.003846
28	10.000000	0.004359
29	10.000000	0.004872
30	10.000000	0.005385
31	10.000000	0.005897
32	10.000000	0.006410
33	10.000000	0.006923
34	10.000000	0.007436
35	10.000000	0.007949
36	10.000000	0.008462
37	10.000000	0.008974
38	10.000000	0.009487
39	10.000000	0.010000
40	10.512821	-0.010000
41	10.512821	-0.009487
42	10.512821	-0.008974
43	10.512821	-0.008462
44	10.512821	-0.007949
45	10.512821	-0.007436
46	10.512821	-0.006923
47	10.512821	-0.006410
48	10.512821	-0.005897
49	10.512821	-0.005385
50	10.512821	-0.004872
51	10.512821	-0.004359
52	10.512821	-0.003846
53	10.512821	-0.003333
54	10.512821	-0.002821
55	10.512821	-0.002308
56	10.512821	-0.001795
57	10.512821	-0.001282
58	10.512821	-0.000769
59	10.512821	-0.000256
60	10.512821	0.000256
61	10.512821	0.000769
62	10.512821	0.001282
63	10.512821	0.001795
64	10.512821	0.002308
65	10.512821	0.002821
66	10.512821	0.003333
67	10.512821	0.003846
68	10.512821	0.004359
69	10.512821	0.004872
70	10.512821	0.005385
71	10.512821	0.005897
72	10.512821	0.006410
73	10.512821	0.006923
74	10.512821	0.007436
75	10.512821	0.007949
76	10.512821	0.008462
77	10.512821	0.008974
78	10.512821	0.009487
79	10.512821	0.010000
80	11.025641	-0.010000
81	11.025641	-0.009487
82	11.025641	-0.008974
83	11.025641	-0.008462
84	11.025641	-0.007949
85	11.025641	-0.007436
86	11.025641	-0.006923
87	11.025641	-0.006410
88	11.025641	-0.005897
89	11.025641	-0.005385
90	11.025641	-0.004872
91	11.025641	-0.004359
92	11.025641	-0.003846
93	11.025641	-0.003333
94	11.025641	-0.002821
95	11.025641	-0.002308
96	11.025641	-0.001795
97	11.025641	-0.001282
98	11.025641	-0.000769
99	11.025641	-0.000256
100	11.025641	0.000256
101	11.025641	0.000769
102	11.025641	0.001282
103	11.025641	0.001795
104	11.025641	0.002308
105	11.025641	0.002821
106	11.025641	0.003333
107	11.025641	0.003846
108	11.025641	0.004359
109	11.025641	0.004872
110	11.025641	0.005385
111	11.025641	0.005897
112	11.025641	0.006410
113	11.025641	0.006923
114	11.025641	0.007436
115	11.025641	0.007949
116	11.025641	0.008462
117	11.025641	0.008974
118	11.025641	0.009487
119	11.025641	0.010000
120	11.538462	-0.010000
121	11.538462	-0.009487
122	11.538462	-0.008974
123	11.538462	-0.008462
124	11.538462	-0.007949
125	11.538462	-0.007436
126	11.538462	-0.006923
127	11.538462	-0.006410
128	11.538462	-0.005897
129	11.538462	-0.005385
130	11.538462	-0.004872
131	11.538462	-0.004359
132	11.538462	-0.003846
133	11.538462	-0.003333
134	11.538462	-0.002821
135	11.538462	-0.002308
136	11.538462	-0.001795
137	11.538462	-0.001282
138	11.538462	-0.000769
139	11.538462	-0.000256
140	11.538462	0.000256
141	11.538462	0.000769
142	11.538462	0.001282
143	11.538462	0.001795
144	11.538462	0.002308
145	11.538462	0.002821
146	11.538462	0.003333
147	11.538462	0.003846
148	11.538462	0.004359
149	11.538462	0.004872
150	11.538462	0.005385
151	11.538462	0.005897
152	11.538462	0.006410
153	11.538462	0.006923
154	11.538462	0.007436
155	11.538462	0.007949
156	11.538462	0.008462
157	11.538462	0.008974
158	11.538462	0.009487
159	11.538462	0.010000
160	12.051282	-0.010000
161	12.051282	-0.009487
162	12.051282	-0.008974
163	12.051282	-0.008462
164	12.051282	-0.007949
165	12.051282	-0.007436
166	12.051282	-0.006923
167	12.051282	-0.006410
168	12.051282	-0.005897
169	12.051282	-0.005385
170	12.051282	-0.004872
171	12.051282	-0.004359
172	12.051282	-0.003846
173	12.051282	-0.003333
174	12.051282	-0.002821
175	12.051282	-0.002308
176	12.051282	-0.001795
177	12.051282	-0.001282
178	12.051282	-0.000769
179	12.051282	-0.000256
180	12.051282	0.000256
181	12.051282	0.000769
182	12.051282	0.001282
183	12.051282	0.001795
184	12.051282	0.002308
185	12.051282	0.002821
186	12.051282	0.003333
187	12.051282	0.003846
188	12.051282	0.004359
189	12.051282	0.004872
190	12.051282	0.005385
191	12.051282	0.005897
192	12.051282	0.006410
193	12.051282	0.006923
194	12.051282	0.007436
195	12.051282	0.007949
196	12.051282	0.008462
197	12.051282	0.008974
198	12.051282	0.009487
199	12.051282	0.010000
200	12.564103	-0.010000
201	12.564103	-0.009487
202	12.564103	-0.008974
203	12.564103	-0.008462
204	12.564103	-0.007949
205	12.564103	-0.007436
206	12.564103	-0.006923
207	12.564103	-0.006410
208	12.564103	-0.005897
209	12.564103	-0.005385
